application,information_condition,feature_block,fold,selected_c,training_rows,test_rows,training_panels,test_panels,environment_seed_disjoint,topology_family_disjoint,scenario_family_disjoint,calibration_split_family,conformal_level
utility_restoration,public_shared,generalized_tsallis_gini,1,1.0,227,59,12,3,True,True,True,,
utility_restoration,public_shared,generalized_tsallis_gini,2,1.0,228,58,12,3,True,True,True,,
utility_restoration,public_shared,generalized_tsallis_gini,3,1.0,229,57,12,3,True,True,True,,
utility_restoration,public_shared,generalized_tsallis_gini,4,3.0,229,57,12,3,True,True,True,,
utility_restoration,public_shared,generalized_tsallis_gini,5,0.3,231,55,12,3,True,True,True,,
utility_restoration,public_shared,combined_generalized_entropic,1,0.3,227,59,12,3,True,True,True,,
utility_restoration,public_shared,combined_generalized_entropic,2,0.3,228,58,12,3,True,True,True,,
utility_restoration,public_shared,combined_generalized_entropic,3,0.3,229,57,12,3,True,True,True,,
utility_restoration,public_shared,combined_generalized_entropic,4,0.3,229,57,12,3,True,True,True,,
utility_restoration,public_shared,combined_generalized_entropic,5,0.3,231,55,12,3,True,True,True,,
utility_restoration,public_shared,conformal_risk_control,1,0.3,229,57,12,3,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,public_shared,conformal_risk_control,2,1.0,227,59,12,3,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,public_shared,conformal_risk_control,3,0.3,229,57,12,3,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,public_shared,conformal_risk_control,4,0.3,228,58,12,3,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,public_shared,conformal_risk_control,5,0.3,231,55,12,3,True,True,True,utility_restoration_v6_split_3,0.9
