run_id,application,method,scenario,environment_seed,llm_seed,rl_seed,operator_seed,operator_profile,completion_status,primary_outcome,service_loss_auc,cumulative_unmet_weighted_need,operator_requests,operator_interventions,operator_minutes,trigger_activations,pre_disruption_false_activation,nominal_false_activation,timely_activation,missed_activation,material_actions_accepted,material_actions_reached_demand,first_pass_valid_rate,valid_after_one_repair_rate,conservation_error,total_communication_messages,llm_calls,prompt_tokens,generated_tokens,llm_latency_seconds,manifest,episode_directory
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12801-o42801-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,12801,0,,42801,high_accuracy_bounded,complete,9.586849363753949,9.586849363753949,1326.2996145800737,0,0,0.0,0,False,False,False,False,28,28,1.0,1.0,4.547473508864641e-13,2608,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12801-o42801-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12801-o42801-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12802-o42802-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,12802,0,,42802,high_accuracy_bounded,complete,9.779768156023382,9.779768156023382,1414.9546454277418,0,0,0.0,0,False,False,False,False,27,27,1.0,1.0,2.2737367544323206e-13,2618,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12802-o42802-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12802-o42802-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12803-o42803-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,12803,0,,42803,high_accuracy_bounded,complete,10.598407314983795,10.598407314983795,1884.7047782817085,0,0,0.0,0,False,False,False,False,27,27,1.0,1.0,-4.547473508864641e-13,2621,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12803-o42803-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12803-o42803-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12804-o42804-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,12804,0,,42804,high_accuracy_bounded,complete,7.900867663655734,7.900867663655734,980.6623145859238,0,0,0.0,0,False,False,False,False,28,28,1.0,1.0,2.2737367544323206e-13,2600,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12804-o42804-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12804-o42804-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12805-o42805-rnone,commercial,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,12805,0,,42805,high_accuracy_bounded,complete,10.790370314370598,10.790370314370598,1760.967948302597,0,0,0.0,0,False,False,False,False,28,28,1.0,1.0,0.0,2606,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12805-o42805-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-nominal-reliable-e12805-o42805-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12801-o42801-rnone,commercial,thermohitl_rule,human_v3_development-reliable-moderate-p0.5-o0.5,12801,0,,42801,high_accuracy_bounded,complete,12.041340722340333,12.041340722340333,1944.219614580074,0,0,0.0,0,False,False,False,True,20,20,1.0,1.0,2.2737367544323206e-13,2612,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12801-o42801-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12801-o42801-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12802-o42802-rnone,commercial,thermohitl_rule,human_v3_development-reliable-moderate-p0.5-o0.5,12802,0,,42802,high_accuracy_bounded,complete,13.058379061863862,13.058379061863862,2282.904645427742,2,2,12.0,2,False,False,True,False,18,17,1.0,1.0,2.2737367544323206e-13,2625,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12802-o42802-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12802-o42802-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12803-o42803-rnone,commercial,thermohitl_rule,human_v3_development-reliable-moderate-p0.5-o0.5,12803,0,,42803,high_accuracy_bounded,complete,12.236906817880174,12.236906817880174,2379.927778281709,1,1,6.0,1,False,False,True,False,24,24,1.0,1.0,-2.2737367544323206e-13,2623,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12803-o42803-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12803-o42803-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12804-o42804-rnone,commercial,thermohitl_rule,human_v3_development-reliable-moderate-p0.5-o0.5,12804,0,,42804,high_accuracy_bounded,complete,10.137089506453377,10.137089506453377,1522.8623145859235,1,1,6.0,1,False,False,True,False,24,24,1.0,1.0,0.0,2603,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12804-o42804-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12804-o42804-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12805-o42805-rnone,commercial,thermohitl_rule,human_v3_development-reliable-moderate-p0.5-o0.5,12805,0,,42805,high_accuracy_bounded,complete,12.32062746963807,12.32062746963807,2189.4439483025976,2,1,12.0,2,False,False,True,False,24,24,1.0,1.0,2.2737367544323206e-13,2609,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12805-o42805-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-moderate-reliable-e12805-o42805-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-correlated-reliable-e12801-o42801-rnone,commercial,thermohitl_rule,human_v3_development-reliable-correlated-p0.5-o0.5,12801,0,,42801,high_accuracy_bounded,complete,15.531556944240853,15.531556944240853,3712.8711658363923,7,5,42.0,7,False,False,True,False,22,21,1.0,1.0,0.0,2615,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-correlated-reliable-e12801-o42801-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-correlated-reliable-e12801-o42801-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-correlated-reliable-e12802-o42802-rnone,commercial,thermohitl_rule,human_v3_development-reliable-correlated-p0.5-o0.5,12802,0,,42802,high_accuracy_bounded,complete,15.303002675598027,15.303002675598027,3782.773813295429,8,6,48.0,8,False,False,True,False,21,20,1.0,1.0,4.547473508864641e-13,2633,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-correlated-reliable-e12802-o42802-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-correlated-reliable-e12802-o42802-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-correlated-reliable-e12803-o42803-rnone,commercial,thermohitl_rule,human_v3_development-reliable-correlated-p0.5-o0.5,12803,0,,42803,high_accuracy_bounded,complete,16.47764528699878,16.47764528699878,4914.644882719415,7,5,42.0,7,False,False,True,False,20,19,1.0,1.0,-2.2737367544323206e-13,2627,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-correlated-reliable-e12803-o42803-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-correlated-reliable-e12803-o42803-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-correlated-reliable-e12804-o42804-rnone,commercial,thermohitl_rule,human_v3_development-reliable-correlated-p0.5-o0.5,12804,0,,42804,high_accuracy_bounded,complete,14.587467496938391,14.587467496938391,3493.0550300984296,7,5,42.0,7,False,False,True,False,22,21,1.0,1.0,0.0,2607,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-correlated-reliable-e12804-o42804-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-correlated-reliable-e12804-o42804-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-correlated-reliable-e12805-o42805-rnone,commercial,thermohitl_rule,human_v3_development-reliable-correlated-p0.5-o0.5,12805,0,,42805,high_accuracy_bounded,complete,16.337923572587666,16.337923572587666,4397.25111213508,7,5,42.0,7,False,False,True,False,20,18,1.0,1.0,-2.2737367544323206e-13,2616,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-correlated-reliable-e12805-o42805-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-correlated-reliable-e12805-o42805-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-compound-reliable-e12801-o42801-rnone,commercial,thermohitl_rule,human_v3_development-reliable-compound-p0.5-o0.5,12801,0,,42801,high_accuracy_bounded,complete,16.195215663840692,16.195215663840692,4525.460036242016,7,5,42.0,7,False,False,True,False,22,21,1.0,1.0,0.0,2615,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-compound-reliable-e12801-o42801-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-compound-reliable-e12801-o42801-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-compound-reliable-e12802-o42802-rnone,commercial,thermohitl_rule,human_v3_development-reliable-compound-p0.5-o0.5,12802,0,,42802,high_accuracy_bounded,complete,16.049579549250392,16.049579549250392,4646.380562399833,8,6,48.0,8,False,False,True,False,21,20,1.0,1.0,2.2737367544323206e-13,2633,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-compound-reliable-e12802-o42802-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-compound-reliable-e12802-o42802-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-compound-reliable-e12803-o42803-rnone,commercial,thermohitl_rule,human_v3_development-reliable-compound-p0.5-o0.5,12803,0,,42803,high_accuracy_bounded,complete,17.039013639771696,17.039013639771696,5923.407946128022,7,5,42.0,7,False,False,True,False,20,19,1.0,1.0,-2.2737367544323206e-13,2627,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-compound-reliable-e12803-o42803-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-compound-reliable-e12803-o42803-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-compound-reliable-e12804-o42804-rnone,commercial,thermohitl_rule,human_v3_development-reliable-compound-p0.5-o0.5,12804,0,,42804,high_accuracy_bounded,complete,15.350921762104987,15.350921762104987,4317.637321659593,7,5,42.0,7,False,False,True,False,22,21,1.0,1.0,0.0,2607,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-compound-reliable-e12804-o42804-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-compound-reliable-e12804-o42804-rnone
development_trigger_candidate_n10_v3-commercial-thermohitl_rule-compound-reliable-e12805-o42805-rnone,commercial,thermohitl_rule,human_v3_development-reliable-compound-p0.5-o0.5,12805,0,,42805,high_accuracy_bounded,complete,16.991441041027006,16.991441041027006,5336.122675890515,7,5,42.0,7,False,False,True,False,20,18,1.0,1.0,-2.2737367544323206e-13,2616,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-compound-reliable-e12805-o42805-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-commercial-thermohitl_rule-compound-reliable-e12805-o42805-rnone
development_trigger_candidate_n10_v3-humanitarian-thermohitl_rule-nominal-reliable-e12801-o42801-rnone,humanitarian,thermohitl_rule,human_v3_development-reliable-nominal-p0.5-o0.5,12801,0,,42801,high_accuracy_bounded,complete,3001.6916879707887,9.372990520056797,3001.6916879707887,0,0,0.0,0,False,False,False,False,45,45,1.0,1.0,-1.1368683772161603e-13,2891,0,0,0,0.0,results/human_operator_v3/manifests/development_trigger_candidate_n10_v3-humanitarian-thermohitl_rule-nominal-reliable-e12801-o42801-rnone.json,results/human_operator_v3/raw/development_trigger_candidate_n10_v3/development_trigger_candidate_n10_v3-humanitarian-thermohitl_rule-nominal-reliable-e12801-o42801-rnone
