family,cluster_id,panel_id,n_agents,topology,alpha,orientation,regime,control,sampling_temperature,coupling_strength,initial_condition,attempted_updates,retained_updates,valid_fraction,state_representation,augmented_state_representation,augmented_occupied_states,occupied_states,occupied_macrostates,transition_pairs_observed,configuration_shannon_entropy,configuration_miller_madow_entropy,configuration_tsallis_q0_5,configuration_tsallis_q2,configuration_gini_simpson,macrostate_shannon_entropy,macrostate_miller_madow_entropy,macrostate_tsallis_q0_5,macrostate_tsallis_q2,markov_epr_nats_per_update,markov_epr_nats_per_sweep,transition_pair_irreversibility_nats_per_update,block_kl_nats_per_update,time_shuffle_floor,time_shuffle_floor_95,adjusted_block_kl_nats_per_update,augmented_block_kl_nats_per_update,augmented_time_shuffle_floor,augmented_adjusted_block_kl_nats_per_update,belief_layer_markov_epr_nats_per_update,belief_layer_adjusted_block_kl_nats_per_update,action_layer_markov_epr_nats_per_update,action_layer_adjusted_block_kl_nats_per_update,mean_belief_magnetization,mean_abs_belief_magnetization,mean_action_magnetization,mean_abs_action_magnetization,mean_belief_action_overlap,mean_belief_disagreement,mean_action_disagreement,belief_susceptibility,action_susceptibility,mean_reference_energy_per_agent,belief_integrated_autocorrelation_time_updates,action_integrated_autocorrelation_time_updates,neighbor_belief_mutual_information,neighbor_belief_mutual_information_permutation_floor,neighbor_belief_mutual_information_bias_corrected,directed_edge_transfer_entropy,directed_edge_transfer_entropy_permutation_floor,directed_edge_transfer_entropy_bias_corrected,message_opportunities,messages_transmitted,messages_delivered,messages_dropped,wire_bytes,prompt_tokens,generated_tokens,latency_seconds,privacy_mutations,mean_total_workload,current_l1,maximum_absolute_current,early_late_state_js,early_late_belief_magnetization_difference,belief_correlation_distance_1,belief_correlation_distance_2,action_correlation_distance_1,edge_count,mean_degree,density,clustering,components,asymmetry_frobenius,edge_reciprocity_weighted,circulation_l1,mean_weighted_out_degree,mean_weighted_in_degree,history_1_log_likelihood,history_1_conditional_mutual_information,augmented_history_1_log_likelihood,augmented_history_1_conditional_mutual_information,history_2_log_likelihood,history_2_conditional_mutual_information,augmented_history_2_log_likelihood,augmented_history_2_conditional_mutual_information,history_3_log_likelihood,augmented_history_3_log_likelihood,pair_irreversibility_pc_0_1,markov_epr_pc_0_1,pair_irreversibility_pc_0_5,markov_epr_pc_0_5,pair_irreversibility_pc_1_0,markov_epr_pc_1_0,block_kl_length_2,block_kl_length_3,block_kl_length_4,replicate,agent_belief_switch_rate_sd,agent_action_switch_rate_sd
relaxation,relax_n16_t0.50_disordered_g0,relax_n16_t0.50_disordered_g0_a0.00_reciprocal,16.0,ring,0.0,reciprocal,markovized,unaltered,0.5,0.7,disordered,128,128,1.0,predeclared_macrostate,predeclared_augmented_macrostate,21,18,12,24,2.1731103535641396,2.239001826432357,4.970896971022075,0.8326422690944053,0.8326422690944053,1.8630129609635842,1.905648619878313,3.771639940746657,0.7994711856258638,1.4383951271436928e-27,2.3014322034299085e-26,0.05324003482196252,0.06153650108001861,0.1867984979918856,0.23405680273967483,-0.125261996911867,0.09476847218542807,0.18039168906576283,-0.08562321688033477,0.0,-0.00012807699139451165,1.9059002729656086e-30,0.0033476899293152203,0.0390625,0.072265625,-0.10546875,0.10546875,0.802734375,0.5810546875,0.572265625,0.125,0.1434547244094488,-1.2309570312499998,10.561239857573586,9.660370199683511,0.01812495152585024,0.004018712192564642,0.014106239333285597,0.009407855818795798,0.008960859340821527,0.0004469964779742711,128,128,128,0,2304,69649,10237,209.24190858751535,0,-14.40625,1.6182361169386067e-15,2.875304161431558e-16,0.2726847510223067,0.04296875,-0.00964109565377241,-0.10186576231509667,0.016433849677574677,16.0,2.0,0.13333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-0.8462954266189334,0.10706496249542422,-2.94127382946017,0.0355371020326502,-0.9525101438441058,0.017366848001941142,-2.9410148375709357,0.006928696259750208,-1.1465598188655102,-2.9407558467723045,0.11969943485984981,1.2593929605255468e-25,0.05324003482196252,1.4383951271436928e-27,0.03145451455427848,1.585665371692225e-27,0.0532400348219625,0.06153650108001861,0.05780187330038197,0,0.13282781774412566,0.13307266185559427
relaxation,relax_n16_t0.50_disordered_g0,relax_n16_t0.50_disordered_g0_a0.80_forward,16.0,ring,0.8,forward,markovized,unaltered,0.5,0.7,disordered,128,128,1.0,predeclared_macrostate,predeclared_augmented_macrostate,21,21,14,28,2.458331277856334,2.5358506577012956,5.8296583994635345,0.8787933417462892,0.8787933417462892,2.091939093630608,2.142326690529833,4.406018283709974,0.8397331891112313,0.016694223601303883,0.2671075776208621,0.07821053408467409,0.06522780327907389,0.21440954499606832,0.2704048236715191,-0.14918174171699444,0.08802983082276522,0.12471728836168268,-0.03668745753891746,3.426036778070454e-30,-0.0031045028749589532,1.5234105860103036e-31,0.004649105770289794,0.0546875,0.103515625,-0.05078125,0.078125,0.841796875,0.5888671875,0.58984375,0.19980314960629922,0.19463582677165353,-1.2625000000000002,16.342695896145386,11.0773264819077,0.013692168175931614,0.004003447848920794,0.009688720327010819,0.009082164524280076,0.008742242314033753,0.00033992221024632327,128,128,128,0,2304,69484,10230,208.93799364194274,0,-14.1484375,0.022793605769980584,0.007597868589993201,0.4015987875868518,-0.07421875,0.002840079109211577,-0.1484561121277425,0.0225106612380939,16.0,2.0,0.13333333333333333,0.0,1.0,0.7999999999998587,0.19999999999999996,6.4,1.0,1.0,-1.8317244224089984,0.0628804520517109,-0.9507755332689143,0.045566906883648596,-1.9523388376787671,0.027956495026044186,-1.0262062410591464,0.006610673040201758,-2.0709494447725034,-1.1015540180853012,0.1868405151207037,0.039439843182340034,0.07821053408467409,0.016694223601303883,0.04419841514281697,0.009264990842459155,0.07821053408467409,0.06522780327907389,0.058412923323866696,0,0.11063265039459795,0.11063265039459795
relaxation,relax_n16_t0.50_disordered_g0,relax_n16_t0.50_disordered_g0_a0.80_transpose,16.0,ring,0.8,transpose,markovized,unaltered,0.5,0.7,disordered,128,128,1.0,predeclared_macrostate,predeclared_augmented_macrostate,19,18,11,20,1.4750911656203904,1.5409826384886074,4.000681690567248,0.5577789796286279,0.5577789796286279,0.9032019961484179,0.9419616860708985,2.455853392699055,0.344811008953789,1.0731478752316445e-27,1.7170366003706312e-26,0.05795838617980748,0.047221286509597594,0.05637283017332255,0.08740066413835608,-0.009151543663724955,0.0976544256593875,0.17294985772710375,-0.07529543206771624,6.92872556792752e-30,-0.0011293587064908964,4.847180484033795e-30,0.0059813203929642705,-0.0029296875,0.0361328125,-0.0439453125,0.0439453125,0.90625,0.59375,0.5947265625,0.08450725885826772,0.10862143208661418,-1.410498046875,13.31786372703567,13.310020286754993,0.027299207787636153,0.005856348091185005,0.02144285969645115,0.010460691383892488,0.009752085634482245,0.0007086057494102432,128,128,128,0,2304,69364,10241,208.99930496141315,0,-14.5703125,8.002466588962354e-16,2.1163626406917047e-16,0.1593216785788728,0.005859375,0.0011371148424342732,-0.1155364752725347,0.004171743546043737,16.0,2.0,0.13333333333333333,0.0,1.0,0.7999999999998587,0.19999999999999996,6.4,1.0,1.0,-0.09028684667210042,0.07443417604265094,-2.990155616077872,0.046641022287342085,-0.09309042306601202,0.012427530964881204,-2.9892315151424054,0.04510543809622849,-0.09607383008962211,-2.988272860473902,0.13337332880270583,8.182111130436242e-31,0.05795838617980748,1.0731478752316445e-27,0.0339193249808244,3.81707566052573e-28,0.05795838617980747,0.047221286509597594,0.03972383416653052,0,0.07739239842086129,0.07905694150420949
relaxation,relax_n16_t0.50_disordered_g1,relax_n16_t0.50_disordered_g1_a0.00_reciprocal,16.0,ring,0.0,reciprocal,markovized,unaltered,0.5,0.7,disordered,128,128,1.0,predeclared_macrostate,predeclared_augmented_macrostate,17,17,11,18,1.6429319286244561,1.704947432500425,4.064300746485912,0.658854636139655,0.658854636139655,0.8910334346655214,0.929793124588002,2.414881959836767,0.34421008352863425,4.9926617977525927e-26,7.988258876404148e-25,0.06987639998595752,0.05303645531501217,0.05638986629560836,0.0934004080271214,-0.0033534109805961887,0.08339301201111064,0.09111616851917578,-0.00772315650806514,0.0,0.0,4.325638655093732e-31,-0.01014422428916008,-0.0361328125,0.0361328125,0.0361328125,0.0615234375,0.873046875,0.580078125,0.6064453125,0.05178088090551181,0.25650529035433073,-1.448583984375,22.67324406526427,19.740266575757914,0.020218561756750172,0.010092027647610614,0.010126534109139558,0.012698729170116507,0.012314786255032698,0.00038394291508380904,128,128,128,0,2304,69737,10231,208.79681059718132,0,-14.2109375,6.338698745339685e-15,1.994931997373328e-15,0.1593216785788728,0.072265625,0.016596743742195545,-0.033508941945149515,-0.11848792806055003,16.0,2.0,0.13333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-0.07466152876901958,0.04447651005020884,-0.13242458564933146,0.05389049697539344,-0.07579383936953372,0.03350766737473213,-0.13465688514625723,0.00383117507296953,-0.07696104113612826,-0.13696585507315742,0.1651190317917777,1.1142610618602208e-21,0.06987639998595752,4.9926617977525927e-26,0.040247255645416175,1.843689640732295e-27,0.0698763999859575,0.05303645531501217,0.0448413179048208,1,0.05590169943749474,0.06454972243679027
relaxation,relax_n16_t0.50_disordered_g1,relax_n16_t0.50_disordered_g1_a0.80_forward,16.0,ring,0.8,forward,markovized,unaltered,0.5,0.7,disordered,128,128,1.0,predeclared_macrostate,predeclared_augmented_macrostate,18,17,11,18,1.3919636094296026,1.4539791133055715,3.7294078897372716,0.5488852833363379,0.5488852833363379,0.8437271471129044,0.882486837035385,2.3529160664724227,0.3201730665224446,4.121803486736285e-26,6.594885578778056e-25,0.06987639998595752,0.05303645531501217,0.05236083791090831,0.08042765029730609,0.0006756174041038648,0.08003135877714705,0.09605880182199521,-0.016027443044848155,0.0,0.0,4.325638655093732e-31,-0.010733082701651337,-0.0234375,0.0234375,0.02734375,0.06640625,0.89453125,0.5927734375,0.59765625,0.038385826771653545,0.2753444881889764,-1.471484375,15.76665816594971,16.113579295466522,0.021482719268092802,0.010146055995872632,0.01133666327222017,0.012727694598129074,0.0123800813850697,0.00034761321305937405,128,128,128,0,2304,69109,10235,208.8930615261197,0,-14.140625,4.074719755402592e-15,7.47882658580501e-16,0.14439042511741149,0.046875,0.012031108129932862,-0.04148415739394155,-0.116436458895083,16.0,2.0,0.13333333333333333,0.0,1.0,0.7999999999998587,0.19999999999999996,6.4,1.0,1.0,-0.0724955020381534,0.04556418556784159,-0.14745273114313065,0.02780401600112115,-0.07356256717701679,0.035644603024871116,-0.15006069457573337,0.015127371046923481,-0.07466152876901958,-0.15276275455241023,0.1651190317917777,8.987060197717824e-22,0.06987639998595752,4.121803486736285e-26,0.040247255645416175,2.3209109455133614e-27,0.0698763999859575,0.05303645531501217,0.0448413179048208,1,0.05590169943749474,0.06454972243679027
relaxation,relax_n16_t0.50_disordered_g1,relax_n16_t0.50_disordered_g1_a0.80_transpose,16.0,ring,0.8,transpose,markovized,unaltered,0.5,0.7,disordered,128,128,1.0,predeclared_macrostate,predeclared_augmented_macrostate,19,20,13,23,1.7682793683059956,1.8419227791587087,4.534816652938358,0.6977946036896823,0.697794603689682,1.2623711791449017,1.3088828070518785,3.128639050495381,0.5199206778438795,2.1744551426023664e-25,3.479128228163786e-24,0.07602853208775845,0.0587886174538119,0.10281810282484934,0.14082503671286342,-0.04402948537103744,0.0856061523637488,0.10178665225296042,-0.016180499889211622,0.0,0.0,7.865497892877471e-31,-0.010686550166928252,0.001953125,0.046875,0.052734375,0.091796875,0.89453125,0.5927734375,0.5908203125,0.09442667322834646,0.3724778543307087,-1.450537109375,11.72475476707177,14.281833800078626,0.013343650910512796,0.009851517195329895,0.0034921337151829004,0.011548800591411647,0.01161982440181605,-7.102381040440323e-05,128,128,128,0,2304,69164,10235,208.81026766449213,0,-13.7734375,3.913874260298529e-15,7.363901155521546e-16,0.20559267664182124,0.0078125,-0.007868348380946081,-0.049438702848487004,-0.10466129414525183,16.0,2.0,0.13333333333333333,0.0,1.0,0.7999999999998587,0.19999999999999996,6.4,1.0,1.0,-0.14022934130865033,0.06457098713967148,-0.1554849028403949,0.06678984456041638,-0.14609261849749614,0.041715211696992265,-0.15822400521489405,0.02152235621334958,-0.15246859364427343,-0.16106155736710542,0.18262721041876398,1.3554789708989608e-19,0.07602853208775845,2.1744551426023664e-25,0.0430526199105556,2.9925147498124482e-27,0.07602853208775845,0.0587886174538119,0.048343775078904715,1,0.11180339887498948,0.08539125638299665
relaxation,relax_n16_t0.50_ordered_g0,relax_n16_t0.50_ordered_g0_a0.00_reciprocal,16.0,ring,0.0,reciprocal,markovized,unaltered,0.5,0.7,ordered,128,128,1.0,predeclared_macrostate,predeclared_augmented_macrostate,14,9,5,9,0.620626956030298,0.6516347079682825,1.813184513921906,0.23039480800432677,0.23039480800432677,0.5402722923893082,0.5557761683583005,1.2605730190734352,0.22847184664383124,6.824142335825257e-28,1.0918627737320412e-26,0.032672484421356424,0.03207627120198861,0.02103263340467527,0.04547604585826366,0.011043637797313339,0.06772267532885612,0.06391422067140551,0.0038084546574506106,2.73191236681385e-29,0.01303844487923149,2.73191236681385e-29,0.015661878880105905,0.0654296875,0.0654296875,0.0654296875,0.0654296875,1.0,0.46875,0.46875,0.6849009596456693,0.6849009596456693,-1.7861328125000004,12.061858646068211,12.061858646068211,0.04001772532867422,0.007213897406201812,0.032803827922472405,0.013033931298598157,0.0111395804721126,0.0018943508264855566,128,128,128,0,2304,69595,10217,208.68056245148182,0,-15.0625,1.0793232627093197e-15,3.885780586188048e-16,0.09560258894703257,-0.130859375,0.1918606255912839,0.1331130932399645,0.1918606255912839,16.0,2.0,0.13333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-0.02684725003618805,0.014843917233432358,-0.09893994785490355,0.03133795610875945,-0.02721256352488469,0.006834738497724732,-0.10047053036363443,0.0008835499086413018,-0.027587956518829053,-0.10204925435417023,0.07418082823815533,2.888231595874458e-28,0.032672484421356424,6.824142335825257e-28,0.019663749803119017,1.1451675745823724e-29,0.032672484421356424,0.03207627120198861,0.02898018027661679,0,0.06454972243679027,0.06454972243679027
relaxation,relax_n16_t0.50_ordered_g0,relax_n16_t0.50_ordered_g0_a0.80_forward,16.0,ring,0.8,forward,markovized,unaltered,0.5,0.7,ordered,128,128,1.0,predeclared_macrostate,predeclared_augmented_macrostate,14,9,5,9,0.620626956030298,0.6516347079682825,1.813184513921906,0.23039480800432677,0.23039480800432677,0.5402722923893082,0.5557761683583005,1.2605730190734352,0.22847184664383124,6.824142335825257e-28,1.0918627737320412e-26,0.032672484421356424,0.03207627120198861,0.022341000588581378,0.04972694106166522,0.009735270613407232,0.06772267532885615,0.06507332303754967,0.0026493522913064727,2.73191236681385e-29,0.01476678046205027,2.73191236681385e-29,0.014815344203144072,0.0654296875,0.0654296875,0.0654296875,0.0654296875,1.0,0.46875,0.46875,0.6849009596456693,0.6849009596456693,-1.7861328125000004,12.061858646068211,12.061858646068211,0.04001772532867422,0.00723584318339069,0.03278188214528353,0.013033931298598157,0.011048329427017802,0.001985601871580355,128,128,128,0,2304,69232,10235,208.9019061215222,0,-15.0625,1.0793232627093197e-15,3.885780586188048e-16,0.09560258894703257,-0.130859375,0.1918606255912839,0.1331130932399645,0.1918606255912839,16.0,2.0,0.13333333333333333,0.0,1.0,0.7999999999998587,0.19999999999999996,6.4,1.0,1.0,-0.02684725003618805,0.014843917233432358,-0.09893994785490355,0.03133795610875945,-0.02721256352488469,0.006834738497724732,-0.10047053036363443,0.0008835499086413018,-0.027587956518829053,-0.10204925435417023,0.07418082823815533,2.888231595874458e-28,0.032672484421356424,6.824142335825257e-28,0.019663749803119017,1.1451675745823724e-29,0.032672484421356424,0.03207627120198861,0.02898018027661679,0,0.06454972243679027,0.06454972243679027
relaxation,relax_n16_t0.50_ordered_g0,relax_n16_t0.50_ordered_g0_a0.80_transpose,16.0,ring,0.8,transpose,markovized,unaltered,0.5,0.7,ordered,128,128,1.0,predeclared_macrostate,predeclared_augmented_macrostate,15,9,5,9,0.620626956030298,0.6516347079682825,1.813184513921906,0.23039480800432677,0.23039480800432677,0.5402722923893082,0.5557761683583005,1.2605730190734352,0.22847184664383124,6.824142335825257e-28,1.0918627737320412e-26,0.032672484421356424,0.03207627120198861,0.020414955075302322,0.050319160918354706,0.011661316126686288,0.08311869289265308,0.09177255253516452,-0.008653859642511433,2.73191236681385e-29,0.017021326109733996,2.73191236681385e-29,0.016495882118650156,0.0654296875,0.0654296875,0.0654296875,0.0654296875,1.0,0.46875,0.46875,0.6849009596456693,0.6849009596456693,-1.7861328125000004,12.061858646068211,12.061858646068211,0.04001772532867422,0.007374377753196415,0.0326433475754778,0.013033931298598157,0.011029728892386122,0.0020042024062120346,128,128,128,0,2304,69101,10174,207.88700550049543,0,-15.0625,1.0793232627093197e-15,3.885780586188048e-16,0.09560258894703257,-0.130859375,0.1918606255912839,0.1331130932399645,0.1918606255912839,16.0,2.0,0.13333333333333333,0.0,1.0,0.7999999999998587,0.19999999999999996,6.4,1.0,1.0,-0.02684725003618805,0.014843917233432358,-0.118783535989967,0.057737260260357824,-0.02721256352488469,0.006834738497724732,-0.12083647314327368,0.013596575445427085,-0.027587956518829053,-0.12296171113483477,0.07418082823815533,2.888231595874458e-28,0.032672484421356424,6.824142335825257e-28,0.019663749803119017,1.1451675745823724e-29,0.032672484421356424,0.03207627120198861,0.02898018027661679,0,0.06454972243679027,0.06454972243679027
relaxation,relax_n16_t0.50_ordered_g1,relax_n16_t0.50_ordered_g1_a0.00_reciprocal,16.0,ring,0.0,reciprocal,markovized,unaltered,0.5,0.7,ordered,128,128,1.0,predeclared_macrostate,predeclared_augmented_macrostate,14,10,5,10,0.920166063053214,0.9550497839834465,2.3051231328836854,0.38531338260921855,0.3853133826092182,0.7750844819128074,0.7905883578817996,1.5173470460145841,0.377140796827114,1.9007965586129824e-30,3.041274493780772e-29,0.02830232334401725,0.027684818107420517,0.04056163979798571,0.08502015341681014,-0.012876821690565192,0.07373236836698724,0.0788398946618173,-0.005107526294830064,2.804968005355873e-29,0.01743016429180116,2.804968005355873e-29,0.016748501837175144,0.0732421875,0.0732421875,0.0732421875,0.0732421875,1.0,0.583984375,0.583984375,0.6123123769685039,0.6123123769685039,-1.5881835937500002,10.908332019029231,10.908332019029231,0.028666372537296727,0.006689884358538635,0.021976488178758094,0.011868009824846693,0.010554952658054853,0.0013130571667918402,128,128,128,0,2304,69597,10208,213.18310810998082,0,-14.953125,8.912141857830846e-17,4.683753385137379e-17,0.08186881749710932,-0.091796875,0.1278559390273519,0.1401787213850437,0.1278559390273519,16.0,2.0,0.13333333333333333,0.0,1.0,0.0,1.0,0.0,1.0,1.0,-0.38923290949215905,0.008916032263326826,-0.10367842947484143,0.03652824473367891,-0.4833916325376934,0.016846383046490956,-0.10536051565782631,0.008432160121644106,-0.6076779926449447,-0.10709813555636713,0.06063660466604923,6.210841952004638e-32,0.02830232334401725,1.9007965586129824e-30,0.017623451416936168,1.7509495792899335e-29,0.02830232334401725,0.027684818107420517,0.027190446355502287,1,0.10077822185373188,0.10077822185373188
