application,information_condition,feature_block,fold,selected_c,training_rows,test_rows,training_panels,test_panels,environment_seed_disjoint,topology_family_disjoint,scenario_family_disjoint,calibration_split_family,conformal_level
humanitarian,private_fragmented,conformal_risk_control,1,0.3,235,60,12,3,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,private_fragmented,conformal_risk_control,2,0.3,237,58,12,3,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,private_fragmented,conformal_risk_control,3,0.1,236,59,12,3,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,private_fragmented,conformal_risk_control,4,0.1,236,59,12,3,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,private_fragmented,conformal_risk_control,5,0.1,236,59,12,3,True,True,True,humanitarian_v6_split_3,0.9
humanitarian,public_shared,kpi_confidence,1,1.0,226,59,12,3,True,True,True,,
humanitarian,public_shared,kpi_confidence,2,3.0,227,58,12,3,True,True,True,,
humanitarian,public_shared,kpi_confidence,3,0.3,228,57,12,3,True,True,True,,
humanitarian,public_shared,kpi_confidence,4,0.3,229,56,12,3,True,True,True,,
humanitarian,public_shared,kpi_confidence,5,0.3,230,55,12,3,True,True,True,,
humanitarian,public_shared,predictive_uncertainty,1,0.3,226,59,12,3,True,True,True,,
humanitarian,public_shared,predictive_uncertainty,2,0.3,227,58,12,3,True,True,True,,
humanitarian,public_shared,predictive_uncertainty,3,0.3,228,57,12,3,True,True,True,,
humanitarian,public_shared,predictive_uncertainty,4,0.3,229,56,12,3,True,True,True,,
humanitarian,public_shared,predictive_uncertainty,5,0.3,230,55,12,3,True,True,True,,
humanitarian,public_shared,shannon_js,1,0.3,226,59,12,3,True,True,True,,
humanitarian,public_shared,shannon_js,2,0.3,227,58,12,3,True,True,True,,
humanitarian,public_shared,shannon_js,3,0.1,228,57,12,3,True,True,True,,
humanitarian,public_shared,shannon_js,4,0.3,229,56,12,3,True,True,True,,
humanitarian,public_shared,shannon_js,5,0.3,230,55,12,3,True,True,True,,
humanitarian,public_shared,generalized_tsallis_gini,1,0.3,226,59,12,3,True,True,True,,
humanitarian,public_shared,generalized_tsallis_gini,2,0.3,227,58,12,3,True,True,True,,
humanitarian,public_shared,generalized_tsallis_gini,3,0.3,228,57,12,3,True,True,True,,
humanitarian,public_shared,generalized_tsallis_gini,4,0.3,229,56,12,3,True,True,True,,
humanitarian,public_shared,generalized_tsallis_gini,5,0.3,230,55,12,3,True,True,True,,
humanitarian,public_shared,combined_generalized_entropic,1,0.3,226,59,12,3,True,True,True,,
humanitarian,public_shared,combined_generalized_entropic,2,0.1,227,58,12,3,True,True,True,,
humanitarian,public_shared,combined_generalized_entropic,3,0.1,228,57,12,3,True,True,True,,
humanitarian,public_shared,combined_generalized_entropic,4,0.1,229,56,12,3,True,True,True,,
humanitarian,public_shared,combined_generalized_entropic,5,0.3,230,55,12,3,True,True,True,,
humanitarian,public_shared,conformal_risk_control,1,3.0,228,57,12,3,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,public_shared,conformal_risk_control,2,0.3,230,55,12,3,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,public_shared,conformal_risk_control,3,0.3,229,56,12,3,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,public_shared,conformal_risk_control,4,0.3,227,58,12,3,True,True,True,humanitarian_v6_split_4,0.9
humanitarian,public_shared,conformal_risk_control,5,0.3,226,59,12,3,True,True,True,humanitarian_v6_split_3,0.9
utility_restoration,private_fragmented,kpi_confidence,1,0.1,229,58,12,3,True,True,True,,
utility_restoration,private_fragmented,kpi_confidence,2,0.1,229,58,12,3,True,True,True,,
utility_restoration,private_fragmented,kpi_confidence,3,0.1,230,57,12,3,True,True,True,,
utility_restoration,private_fragmented,kpi_confidence,4,0.1,230,57,12,3,True,True,True,,
utility_restoration,private_fragmented,kpi_confidence,5,0.1,230,57,12,3,True,True,True,,
utility_restoration,private_fragmented,predictive_uncertainty,1,0.1,229,58,12,3,True,True,True,,
utility_restoration,private_fragmented,predictive_uncertainty,2,0.1,229,58,12,3,True,True,True,,
utility_restoration,private_fragmented,predictive_uncertainty,3,0.1,230,57,12,3,True,True,True,,
utility_restoration,private_fragmented,predictive_uncertainty,4,0.1,230,57,12,3,True,True,True,,
utility_restoration,private_fragmented,predictive_uncertainty,5,0.1,230,57,12,3,True,True,True,,
utility_restoration,private_fragmented,shannon_js,1,0.1,229,58,12,3,True,True,True,,
utility_restoration,private_fragmented,shannon_js,2,0.1,229,58,12,3,True,True,True,,
utility_restoration,private_fragmented,shannon_js,3,0.1,230,57,12,3,True,True,True,,
utility_restoration,private_fragmented,shannon_js,4,0.1,230,57,12,3,True,True,True,,
utility_restoration,private_fragmented,shannon_js,5,0.1,230,57,12,3,True,True,True,,
utility_restoration,private_fragmented,generalized_tsallis_gini,1,0.1,229,58,12,3,True,True,True,,
utility_restoration,private_fragmented,generalized_tsallis_gini,2,0.1,229,58,12,3,True,True,True,,
utility_restoration,private_fragmented,generalized_tsallis_gini,3,0.3,230,57,12,3,True,True,True,,
utility_restoration,private_fragmented,generalized_tsallis_gini,4,0.1,230,57,12,3,True,True,True,,
utility_restoration,private_fragmented,generalized_tsallis_gini,5,0.1,230,57,12,3,True,True,True,,
utility_restoration,private_fragmented,combined_generalized_entropic,1,0.1,229,58,12,3,True,True,True,,
utility_restoration,private_fragmented,combined_generalized_entropic,2,0.1,229,58,12,3,True,True,True,,
utility_restoration,private_fragmented,combined_generalized_entropic,3,0.1,230,57,12,3,True,True,True,,
utility_restoration,private_fragmented,combined_generalized_entropic,4,0.1,230,57,12,3,True,True,True,,
utility_restoration,private_fragmented,combined_generalized_entropic,5,0.1,230,57,12,3,True,True,True,,
utility_restoration,private_fragmented,conformal_risk_control,1,0.1,230,57,12,3,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,private_fragmented,conformal_risk_control,2,0.03,229,58,12,3,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,private_fragmented,conformal_risk_control,3,0.1,229,58,12,3,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,private_fragmented,conformal_risk_control,4,0.03,230,57,12,3,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,private_fragmented,conformal_risk_control,5,0.03,230,57,12,3,True,True,True,utility_restoration_v6_split_3,0.9
utility_restoration,public_shared,kpi_confidence,1,1.0,223,58,12,3,True,True,True,,
utility_restoration,public_shared,kpi_confidence,2,0.3,225,56,12,3,True,True,True,,
utility_restoration,public_shared,kpi_confidence,3,0.3,225,56,12,3,True,True,True,,
utility_restoration,public_shared,kpi_confidence,4,0.3,225,56,12,3,True,True,True,,
utility_restoration,public_shared,kpi_confidence,5,0.3,226,55,12,3,True,True,True,,
utility_restoration,public_shared,predictive_uncertainty,1,0.3,223,58,12,3,True,True,True,,
utility_restoration,public_shared,predictive_uncertainty,2,0.3,225,56,12,3,True,True,True,,
utility_restoration,public_shared,predictive_uncertainty,3,0.1,225,56,12,3,True,True,True,,
utility_restoration,public_shared,predictive_uncertainty,4,0.1,225,56,12,3,True,True,True,,
utility_restoration,public_shared,predictive_uncertainty,5,0.1,226,55,12,3,True,True,True,,
utility_restoration,public_shared,shannon_js,1,0.3,223,58,12,3,True,True,True,,
utility_restoration,public_shared,shannon_js,2,0.3,225,56,12,3,True,True,True,,
utility_restoration,public_shared,shannon_js,3,0.1,225,56,12,3,True,True,True,,
utility_restoration,public_shared,shannon_js,4,0.1,225,56,12,3,True,True,True,,
utility_restoration,public_shared,shannon_js,5,0.1,226,55,12,3,True,True,True,,
utility_restoration,public_shared,generalized_tsallis_gini,1,0.3,223,58,12,3,True,True,True,,
utility_restoration,public_shared,generalized_tsallis_gini,2,0.3,225,56,12,3,True,True,True,,
utility_restoration,public_shared,generalized_tsallis_gini,3,0.3,225,56,12,3,True,True,True,,
utility_restoration,public_shared,generalized_tsallis_gini,4,1.0,225,56,12,3,True,True,True,,
utility_restoration,public_shared,generalized_tsallis_gini,5,0.3,226,55,12,3,True,True,True,,
utility_restoration,public_shared,combined_generalized_entropic,1,0.3,223,58,12,3,True,True,True,,
utility_restoration,public_shared,combined_generalized_entropic,2,0.1,225,56,12,3,True,True,True,,
utility_restoration,public_shared,combined_generalized_entropic,3,0.1,225,56,12,3,True,True,True,,
utility_restoration,public_shared,combined_generalized_entropic,4,0.1,225,56,12,3,True,True,True,,
utility_restoration,public_shared,combined_generalized_entropic,5,0.1,226,55,12,3,True,True,True,,
utility_restoration,public_shared,conformal_risk_control,1,0.3,225,56,12,3,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,public_shared,conformal_risk_control,2,0.3,225,56,12,3,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,public_shared,conformal_risk_control,3,0.3,226,55,12,3,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,public_shared,conformal_risk_control,4,0.3,225,56,12,3,True,True,True,utility_restoration_v6_split_4,0.9
utility_restoration,public_shared,conformal_risk_control,5,0.3,223,58,12,3,True,True,True,utility_restoration_v6_split_3,0.9
