relative_path,pages,opens,fonts_embedded,text_extractable,rendered_pages,render_dpi,manual_visual_status,sha256,manual_reviewed_at,manual_review_scope,manual_review_notes
results/collective_agent_statmech_v15/figures/pdf/figure01_augmented_state_architecture.pdf,1,True,True,True,1,300,passed,9c839c9293a74afaec29e88c33f8c81a62b2efb165f5ec536cba774ef2f930a6,2026-08-25T09:40:05.363966+00:00,original_vector_and_external_300_dpi_render,"Original vector PDFs and external 300-DPI renderings inspected; no clipping, overlap, missing glyphs, or unreadable legends observed."
results/collective_agent_statmech_v15/figures/pdf/figure02_memory_discovery_replication.pdf,1,True,True,True,1,300,passed,d9c64a4b6102abac3cd702f8367a71469bdeb563864ffc3acccf46cc134143e2,2026-08-25T09:40:05.363966+00:00,original_vector_and_external_300_dpi_render,"Original vector PDFs and external 300-DPI renderings inspected; no clipping, overlap, missing glyphs, or unreadable legends observed."
results/collective_agent_statmech_v15/figures/pdf/figure03_v14_quench_time_series.pdf,1,True,True,True,1,300,passed,307cdf8aa2cbd9e87f80494e224a30faad86ca97a188bc70905c5e7fb0fb25c7,2026-08-25T09:40:05.363966+00:00,original_vector_and_external_300_dpi_render,"Original vector PDFs and external 300-DPI renderings inspected; no clipping, overlap, missing glyphs, or unreadable legends observed."
results/collective_agent_statmech_v15/figures/pdf/figure04_v14_cluster_recovery.pdf,1,True,True,True,1,300,passed,28b051e46b61bef8027a2b52b2bd7599304b11a7b1089e9c26707e352ae7e11a,2026-08-25T09:40:05.363966+00:00,original_vector_and_external_300_dpi_render,"Original vector PDFs and external 300-DPI renderings inspected; no clipping, overlap, missing glyphs, or unreadable legends observed."
results/collective_agent_statmech_v15/figures/pdf/figure05_v14_delayed_audit.pdf,1,True,True,True,1,300,passed,ab806f1aafa705e856af81417fbf4db925668218084ef81a9f877d00b56f7895,2026-08-25T09:40:05.363966+00:00,original_vector_and_external_300_dpi_render,"Original vector PDFs and external 300-DPI renderings inspected; no clipping, overlap, missing glyphs, or unreadable legends observed."
results/collective_agent_statmech_v15/figures/pdf/figure06_cross_model_quench.pdf,1,True,True,True,1,300,passed,b7bd3b5367ebc9ce22271c262f40b86ad255921dd83401c1a9198b68cd1b662b,2026-08-25T09:40:05.363966+00:00,original_vector_and_external_300_dpi_render,"Original vector PDFs and external 300-DPI renderings inspected; no clipping, overlap, missing glyphs, or unreadable legends observed."
results/collective_agent_statmech_v15/figures/pdf/figure07_v15_memory_controls.pdf,1,True,True,True,1,300,passed,9e09c0218736c903c8b6afb860db31ef81347590bcc94f72c6b6189bbefb47ed,2026-08-25T09:40:05.363966+00:00,original_vector_and_external_300_dpi_render,"Original vector PDFs and external 300-DPI renderings inspected; no clipping, overlap, missing glyphs, or unreadable legends observed."
results/collective_agent_statmech_v15/figures/pdf/figure08_path_reversal_sensitivity.pdf,1,True,True,True,1,300,passed,eeefbf62ff5e51b93d757e0112042246e5e834b8a9121184876d1d07920f2dd5,2026-08-25T09:40:05.363966+00:00,original_vector_and_external_300_dpi_render,"Original vector PDFs and external 300-DPI renderings inspected; no clipping, overlap, missing glyphs, or unreadable legends observed."
results/collective_agent_statmech_v15/figures/pdf/figure09_confirmatory_effects.pdf,1,True,True,True,1,300,passed,8975f000f27d181ba9c99141657f6abf16fae862dba9506e059b9abde4b7714d,2026-08-25T09:40:05.363966+00:00,original_vector_and_external_300_dpi_render,"Original vector PDFs and external 300-DPI renderings inspected; no clipping, overlap, missing glyphs, or unreadable legends observed."
results/collective_agent_statmech_v15/figures/pdf/figure10_direct_surrogate_quench.pdf,1,True,True,True,1,300,passed,22b9ac164083292048c9ccf2aed5e94fb3864583aab5103de61974b244f0cde8,2026-08-25T09:40:05.363966+00:00,original_vector_and_external_300_dpi_render,"Original vector PDFs and external 300-DPI renderings inspected; no clipping, overlap, missing glyphs, or unreadable legends observed."
