application,original_relative_path,archive_member,source_compression,stored_sha256,logical_sha256,logical_size_bytes
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/causal_chains.json.gz,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/causal_chains.json,gzip,15516f38db5e07684438bb743dc0cc654680ef217e4f1af05ddf5bdf6c68f0f8,d3b339a3e0d5793b3c97cbc712b8b6557bbaf9ef498c4ec7888fef2c7c969c5a,4732
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/decisions.csv.gz,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/decisions.csv,gzip,f2b2bc59defeee4cbcb251c3006373dc1c6c2287d74423cfa6536812af5537a9,e15b22079de3889141e69ec87ef652a1f064c18457ccb66d764b530cefb857aa,24294
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/deliveries.csv.gz,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/deliveries.csv,gzip,2ed5315750dd0e52e8831c76f441c44c8663bdb875161f4598c2a1bd06bd11a7,219ec00f55bc1aac0f4ae476121b83e2b439eefe600cbdc2858d0e11c593f778,65155
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/edge_communication.csv.gz,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/edge_communication.csv,gzip,8a593092d261ece38a4234dc972b80d08941c7d59b10cd6d5bd37b3568965635,c636c63ac1eb532c22caf27ae91a2177013ffcf96839b20d6d10164f79ef0695,1929
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/episode.json,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/episode.json,plain,0965628f75b3a3792cb487f56a77917d6e7a35f5f822b4a920af3def2c41dfbc,0965628f75b3a3792cb487f56a77917d6e7a35f5f822b4a920af3def2c41dfbc,7041
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/estimation.csv.gz,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/estimation.csv,gzip,0f41fe76e8054c30dc35c72be485355e37a9f2e90b6d027b3b527cc2ee7e7901,ed4019065115da135100cb9aba34d96bf44aff55915db7d542666faae02f1341,50669
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/events.jsonl.xz,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/events.jsonl,xz,dca65ad63eadb6c59b2ad3c457902ada7d3005f68d6ce8772b5653b8dbef9616,ab0f988d482219aaa5aa25b634d0b2d088e7a9d58034cde6c282cdc0c177e7b1,1197944
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/triggers.csv.gz,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c35510bd725e-fp16-frozen_local_rule/triggers.csv,gzip,b30d006f8bb919d31477b560986fa5f53f2349e83fe6c23368bc63f22e6794cb,6bcb50fc7119dca926108b407c9ad8941a5fe520fd95a1564aa63b64d81b4ff9,21695
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/causal_chains.json.gz,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/causal_chains.json,gzip,6bc39c2744a7018ed9ef3cdb20c94066367ea0f5612089ec257ebce655fe8718,a2698d296c1f6e22e396f27050318169206aaaf881a404ece3f5f81950d51df0,4483
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/decisions.csv.gz,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/decisions.csv,gzip,91c40136c6c86e43d2368d19900860131d13de488f7ecfd8eb9ea4b0082bbe14,f12840282529fbf29f9437647b89f430c25d30dd4e192b81ec6f9a322faf72c7,24307
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/deliveries.csv.gz,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/deliveries.csv,gzip,dfb4c4fb7d1feb7020557959259020b149489d62991bd2073375c3902d3c7376,b2256a71ba0bf90d6b33389a3eafa0b8735ea474036297be851077bfabad18a9,52643
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/edge_communication.csv.gz,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/edge_communication.csv,gzip,8a9b024793e31e03760c67300c7b97f45c1d281d981101007414f5b95498b4d3,c80f4c63a329be0756f404ff557444315e3ea7069ea57a3f6b2970bc93a08af2,1914
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/episode.json,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/episode.json,plain,3cd948cddc4ca8b2751a0aa2ee103f48c83b4625271144546b0040d4ead6e560,3cd948cddc4ca8b2751a0aa2ee103f48c83b4625271144546b0040d4ead6e560,7028
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/estimation.csv.gz,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/estimation.csv,gzip,49b4fcf91e1dd1acc8c5de56ab134fed9ccf7d22f91c361dcbdb7ef8c63963ee,f342f92c94c8c01edd200bfeb9a983ac0b0c172c7b4a198eaa760895792c017b,50660
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/events.jsonl.xz,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/events.jsonl,xz,d6e5940add0046a03abfc95ad120d51605d908a5f5f1e24f1136f4686efc444e,a67735b42aaf4107b6dbfa8d699930113eb25f9e1922986e3383497c0ba5dd7e,1095883
utility_restoration,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/triggers.csv.gz,v8-pilots_v2-utility_restoration-small-medium-low-medium-grid-private_fragmented-880251-v7_shannon_change-c5a26765fa92-fp16-frozen_local_rule/triggers.csv,gzip,adf339b1038e3f0664fda776d204b06acf70a0743b5b20441cfb3f19ea087da5,bd5d2691750bb58ece55a2d70b2defe700c8b2b47d66cf659f2be4a154d346b6,21689
