application,original_relative_path,archive_member,source_compression,stored_sha256,logical_sha256,logical_size_bytes
humanitarian,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/causal_chains.json.gz,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/causal_chains.json,gzip,c60b56a68f0ca55d780b33065d74bef3342c5398b374a20efc924beef37b5c1e,7296f96127eda96a21726d6b3a7ee694308d3295b6936b68a503dc8f0b3fe1f8,55900
humanitarian,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/decisions.csv.gz,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/decisions.csv,gzip,abf1af4d54f55ff27e7751b29ca4ff6f3b60080768d76e9d73e43a3d0ff9f887,467fd4bd14f47bde94fe4d3da87c8d7d200a91d43f32821d415719dcb8df3c9c,199407
humanitarian,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/deliveries.csv.gz,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/deliveries.csv,gzip,c3b17e49c514cfc729d2af14c1f6cfcd7f6594e5f47a8009899d5409659788aa,a8657ef2192ce7df8df48e4ebbe233ab60f11d2d55474ac7de5e8c3054bd981e,1481604
humanitarian,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/edge_communication.csv.gz,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/edge_communication.csv,gzip,95109ce7a16dd2209552f122eebf3e7f1abd7715b077d326c1b26421f86b7e8e,c35ca44c61015a829d55f7d5321c3f88d63813e7d629674d7e5f34a1a99087e0,13087
humanitarian,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/episode.json,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/episode.json,plain,49f6cb0aaaf844f580c7063104b67778fb91cdd2214230e96d563bb20e7045da,49f6cb0aaaf844f580c7063104b67778fb91cdd2214230e96d563bb20e7045da,7160
humanitarian,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/estimation.csv.gz,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/estimation.csv,gzip,47fa1a26cbc9a5d21d93b66e4ba98389f32d1774187165c6a1b1f566d6f4e5f6,ec8311730342a4bdd7e75ee0d287f995e09c819bec14096126c507a558fb075b,428935
humanitarian,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/events.jsonl.xz,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/events.jsonl,xz,4e545be61c266299990eea285e6b86169d69879238a6aebf0c6dfe6ae91198ee,5f13f7f75f4d67908e43497a092eb5bb4d69e7db953bca01b865cf74aab5ef6e,20936196
humanitarian,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/triggers.csv.gz,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e1d6ce4d93c3-fp16-frozen_local_rule/triggers.csv,gzip,6b179fc7fc068bc4defafe61b0387111193cbfe054d2564f20513bf4584c5508,8d47538fbccb4e44f53e7d4475684ed8265d16f85129d086f2f801ccdbb62878,195296
humanitarian,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e27491322545-fp16-frozen_local_rule/causal_chains.json.gz,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e27491322545-fp16-frozen_local_rule/causal_chains.json,gzip,c60b56a68f0ca55d780b33065d74bef3342c5398b374a20efc924beef37b5c1e,7296f96127eda96a21726d6b3a7ee694308d3295b6936b68a503dc8f0b3fe1f8,55900
humanitarian,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e27491322545-fp16-frozen_local_rule/decisions.csv.gz,v8-pilots_v2-humanitarian-large-high-medium-high-small_world-private_fragmented-880204-age_of_information-e27491322545-fp16-frozen_local_rule/decisions.csv,gzip,7c23f5e1a635be6199b2376bbd11359f7804fe4f9db0630c836bb405b6c9e83a,b317326ba5c4510a804e3c21dd067ecbb2de54f383792e9977649e503123bd5c,199379
