application,original_relative_path,archive_member,source_compression,stored_sha256,logical_sha256,logical_size_bytes
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/causal_chains.json.gz,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/causal_chains.json,gzip,e7566928ef23c83099974d67f62b7bcac61282992620cbf2d02292b9e80ec09e,786a7dcc0767869a0d8d181d2e3865bcd66051644bde516ede077b7d990be471,8888
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/decisions.csv.gz,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/decisions.csv,gzip,7b6da1ba36e668b603cca25c00706a88474f782754b17ff0bbf5cd0766473472,6cec82b5a26d8a8a120afd03851b24e8ed34fcb1f0b9fe92a8c5e6e525f01e5a,20798
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/deliveries.csv.gz,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/deliveries.csv,gzip,9ceffb7310338057cfe71a4ae1e2c98d2c485d81cdef906532a801f457a38d64,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/edge_communication.csv.gz,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/edge_communication.csv,gzip,9ceffb7310338057cfe71a4ae1e2c98d2c485d81cdef906532a801f457a38d64,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/episode.json,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/episode.json,plain,403974a9a520150963a545c640477b9b00483490452dc936c892c5077edf6ef8,403974a9a520150963a545c640477b9b00483490452dc936c892c5077edf6ef8,7633
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/estimation.csv.gz,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/estimation.csv,gzip,dd55da7eb6fa92ddf658e0a046b541db66af0617ec6d17dbe26d7641ab3bfc62,5a3b5947c55ac0c12827f728f46799462b5b3774f5cb0f505e11d6faf7e4f367,48288
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl.xz,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/events.jsonl,xz,21a190cf1a0af98f8a277a443ccc869963bef2c0c935c8b9fc0b011b6b54b0ec,df5bb111475d3f087c56ee1726f901aa63fbeb3155b86249a17089b54e4b76d6,513477
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/triggers.csv.gz,v8-hysteresis_repair_pilot_v3-humanitarian-small-high-high-high-small_world-private_fragmented-8812402-none-806ed450405e-uint8_simplex-frozen_local_rule/triggers.csv,gzip,72813ef61b8ebb85efa98116d4227c962214bd3cebb3dcc9c22eb343a291214e,4a9c93550b01817fa341ff67ee2aea7af8227e9f5e6264c7ba4fc580aeeed348,9608
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/causal_chains.json.gz,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/causal_chains.json,gzip,cc92e9a9655cfa7385a36b6443b32a8e72308069772fbe9e98496d3658525e97,7816b23a2d86198350e0a394d7cf561e59b6a66f3f27bc6f75bd71bfdbf397f1,6725
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/decisions.csv.gz,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/decisions.csv,gzip,b69ecd45a873b9b39e3675976b193db4a66cdfb19fe6201c8a342143c2081f2e,c86abb6bdd7337de5fb46490c024847aa7277b758799b80919725113967fa260,22492
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/deliveries.csv.gz,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/deliveries.csv,gzip,2e4088c7c7418b2d686ef04142b0c0d1dab673e2a88ffe5b7c96c845b5e015df,1f38f480dd3824aeb5c2a3e6520f9c8d7c69d8a63e4758409c7b9151f4e65c76,412774
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/edge_communication.csv.gz,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/edge_communication.csv,gzip,0356dd5e54ba49c80d4972ab2556f0f9a053ad97aa4f4342216a54ffa4845bec,32f0d87cb308df026701da302aa9211f26c6190898340251c8ba9c07a70c21dd,2132
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/episode.json,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/episode.json,plain,6104266ba23aefb9943e082b98f00a539f69b0a9d7d4fc2f6972c8324ad9690f,6104266ba23aefb9943e082b98f00a539f69b0a9d7d4fc2f6972c8324ad9690f,7827
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/estimation.csv.gz,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/estimation.csv,gzip,90aca1c825a182cdb07a8d914036223b416a1152854d5669145de6209a30a8f6,fad64933985e4c72a87556988d36947b2e97c7d0d2c5d4c0a6379bf25580a43e,49737
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl.xz,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,xz,de496b7fc323d48f1c8998fc07d3436b731757e2145b26cca3aa135ad314cebf,2401d3904038ff663bce6f42e0d22948a46865772a0b6284df42a003a447e230,3738864
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/triggers.csv.gz,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/triggers.csv,gzip,af6e6e8584ab6ac3afff54257f3ad0e5ff0a1741a567d30015908b17d6c5edd2,3a537a50013ce65740b3ffec872cd383ae05a7d71698917bdbd36bef6cbeb8c1,21179
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule/causal_chains.json.gz,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule/causal_chains.json,gzip,960840d3c41b38b17009963b2574fdcbfa8858ba3cd5ace6646c2a9c5f0451c4,8b5cd10d7c8d0737bee8cd0c79310007f552efba3dd8dc4ab3f03d80821603e5,7064
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule/decisions.csv.gz,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule/decisions.csv,gzip,c1590205d5cb20b6ef84a721ad304380e5d42103956235808e58c1cbf47d297a,f0d0e9aa2f2ae54e27dbb3c9c64cc6ee792e41bb083ad97f51deca37fdfbdcd7,24194
humanitarian,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule/deliveries.csv.gz,v8-hysteresis_repair_pilot_v3-humanitarian-small-low-low-low-random_geometric-private_fragmented-8812401-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule/deliveries.csv,gzip,70f271739cd99976c873324e7401272e00c92ee1435c93ad7f0e06a534f4805d,4f24c2badf45b2d45121df48c88b2724e0a3cd012b47d5c14ed7b8c8d67eff3f,247097
