sender,recipient,messages
HUM-00-ngo,HUM-01-transport,165
HUM-00-ngo,HUM-03-assessment,167
HUM-00-ngo,HUM-09-transport,161
HUM-00-ngo,HUM-10-local_authority,165
HUM-00-ngo,HUM-12-clinic,162
HUM-00-ngo,HUM-28-clinic,167
HUM-01-transport,HUM-00-ngo,224
HUM-01-transport,HUM-04-clinic,228
HUM-01-transport,HUM-05-shelter,224
HUM-01-transport,HUM-07-hub,226
HUM-01-transport,HUM-08-ngo,226
HUM-01-transport,HUM-09-transport,225
HUM-01-transport,HUM-11-assessment,230
HUM-01-transport,HUM-22-depot,226
HUM-01-transport,HUM-30-depot,227
HUM-02-local_authority,HUM-04-clinic,126
HUM-02-local_authority,HUM-05-shelter,105
HUM-02-local_authority,HUM-08-ngo,105
HUM-02-local_authority,HUM-11-assessment,108
HUM-02-local_authority,HUM-12-clinic,104
HUM-03-assessment,HUM-00-ngo,103
HUM-03-assessment,HUM-08-ngo,107
HUM-03-assessment,HUM-09-transport,103
HUM-03-assessment,HUM-11-assessment,110
HUM-04-clinic,HUM-01-transport,128
HUM-04-clinic,HUM-02-local_authority,128
HUM-04-clinic,HUM-08-ngo,128
HUM-04-clinic,HUM-30-depot,129
HUM-05-shelter,HUM-01-transport,149
HUM-05-shelter,HUM-02-local_authority,152
HUM-05-shelter,HUM-07-hub,152
HUM-05-shelter,HUM-10-local_authority,150
HUM-05-shelter,HUM-12-clinic,150
HUM-05-shelter,HUM-51-assessment,153
HUM-06-depot,HUM-07-hub,88
HUM-06-depot,HUM-09-transport,88
HUM-06-depot,HUM-11-assessment,92
HUM-07-hub,HUM-01-transport,174
HUM-07-hub,HUM-05-shelter,155
HUM-07-hub,HUM-06-depot,155
HUM-07-hub,HUM-11-assessment,158
HUM-07-hub,HUM-35-assessment,155
HUM-08-ngo,HUM-01-transport,90
HUM-08-ngo,HUM-02-local_authority,91
HUM-08-ngo,HUM-03-assessment,95
HUM-08-ngo,HUM-04-clinic,93
HUM-09-transport,HUM-00-ngo,130
HUM-09-transport,HUM-01-transport,113
HUM-09-transport,HUM-03-assessment,116
HUM-09-transport,HUM-06-depot,117
HUM-09-transport,HUM-10-local_authority,114
HUM-10-local_authority,HUM-00-ngo,109
HUM-10-local_authority,HUM-05-shelter,109
