record_type,node,x,y,community,target,reliability,latency
node,0,0.11786430737146093,0.7938255224692097,0,,,
node,1,-0.04379139507646331,0.5246265017072917,0,,,
node,2,-0.18864231097039924,0.14538286648155915,0,,,
node,3,-0.2654123122924502,-0.3075112447333397,0,,,
node,4,-0.3303778152719736,-0.6872487241552024,0,,,
node,5,-0.47267166918719017,-0.9325328032272676,0,,,
node,6,0.3464262550012357,0.6984817685987438,0,,,
node,7,0.16753475435223197,0.4416739087596937,1,,,
node,8,-0.015083828381809536,0.07902888067489405,1,,,
node,9,-0.15841779293174507,-0.2904855101007257,1,,,
node,10,-0.40788705638264244,-0.5545530394808248,1,,,
node,11,-0.6135796603010972,-0.7631688926867296,1,,,
node,12,0.5974270756031737,0.5578211096789157,1,,,
node,13,0.38718430062956666,0.33482076328879357,1,,,
node,14,0.1261579115237484,0.03863879240898022,2,,,
node,15,-0.21163519809315942,-0.15469392905754803,2,,,
node,16,-0.5258292091552518,-0.3634660935280364,2,,,
node,17,-0.7604694919778994,-0.5428408295121824,2,,,
node,18,0.8275042895933216,0.38756947156109606,2,,,
node,19,0.5878482399224635,0.23114463493980847,2,,,
node,20,0.23991765660109515,0.09803046739391813,2,,,
node,21,-0.18376216730061842,0.017208803742013407,3,,,
node,22,-0.5715331334588396,-0.1505833951559284,3,,,
node,23,-0.8420004973821408,-0.31931139922809926,3,,,
node,24,1.0,0.2243633620879659,3,,,
node,25,0.7545440727214305,0.14135502966734542,3,,,
node,26,0.4022120710819131,0.13822937244794417,3,,,
node,27,0.03647260376203874,0.214194604957711,3,,,
edge,0,,,,6,0.847088700471844,3
edge,0,,,,1,0.9521152614269209,1
edge,1,,,,7,0.8982701422861168,3
edge,1,,,,2,0.844027040923186,3
edge,2,,,,8,0.8883982968851497,1
edge,2,,,,3,0.8246823508818335,1
edge,3,,,,9,0.8812225212843239,2
edge,3,,,,4,0.8531248917593064,2
edge,4,,,,10,0.966739375437913,1
edge,4,,,,5,0.9523525537143718,1
edge,5,,,,11,0.9367230404889068,3
edge,6,,,,12,0.9694578672351934,1
edge,6,,,,7,0.8573599282005857,1
edge,7,,,,13,0.8512872928065752,3
edge,7,,,,8,0.8438116654833895,2
edge,8,,,,14,0.9432025200095747,3
edge,8,,,,9,0.9575608522539918,3
edge,9,,,,15,0.9008419777539137,2
edge,9,,,,10,0.973484104256498,1
edge,10,,,,16,0.8605953573827836,1
edge,10,,,,11,0.9765577809740822,1
edge,11,,,,17,0.9275489160028861,1
edge,12,,,,18,0.9462406503741758,3
edge,12,,,,13,0.9810170444817943,2
edge,13,,,,19,0.8750148884907043,1
edge,13,,,,14,0.9312863327987434,2
edge,14,,,,20,0.872268334970585,3
edge,14,,,,15,0.8924219611522707,3
edge,15,,,,21,0.8510353098290798,2
edge,15,,,,16,0.936178380788171,1
edge,16,,,,22,0.8603675565607866,1
edge,16,,,,17,0.8889701932722933,1
edge,17,,,,23,0.9386551641014111,1
edge,18,,,,24,0.8921582815701827,1
edge,18,,,,19,0.9927585823055702,3
edge,19,,,,25,0.9378921219018664,1
edge,19,,,,20,0.8608111436173637,1
edge,20,,,,26,0.8476469201852245,2
edge,20,,,,21,0.8412902913491803,3
edge,21,,,,27,0.8675496287668242,3
edge,21,,,,22,0.8317263868481667,1
edge,22,,,,23,0.9345543494523229,3
edge,24,,,,25,0.8792914728768729,3
edge,25,,,,26,0.8894252952602952,2
edge,26,,,,27,0.9763780311647016,2
