sender,recipient,messages
HUM-00-ngo,HUM-01-transport,121
HUM-00-ngo,HUM-02-local_authority,124
HUM-00-ngo,HUM-15-hub,125
HUM-00-ngo,HUM-20-clinic,124
HUM-00-ngo,HUM-25-transport,123
HUM-00-ngo,HUM-26-local_authority,122
HUM-00-ngo,HUM-27-assessment,126
HUM-01-transport,HUM-00-ngo,113
HUM-01-transport,HUM-02-local_authority,110
HUM-01-transport,HUM-04-clinic,110
HUM-01-transport,HUM-22-depot,109
HUM-01-transport,HUM-27-assessment,113
HUM-02-local_authority,HUM-00-ngo,108
HUM-02-local_authority,HUM-01-transport,97
HUM-02-local_authority,HUM-03-assessment,103
HUM-02-local_authority,HUM-04-clinic,102
HUM-02-local_authority,HUM-05-shelter,105
HUM-02-local_authority,HUM-27-assessment,104
HUM-03-assessment,HUM-02-local_authority,97
HUM-03-assessment,HUM-04-clinic,84
HUM-03-assessment,HUM-05-shelter,83
HUM-03-assessment,HUM-09-transport,83
HUM-04-clinic,HUM-01-transport,112
HUM-04-clinic,HUM-02-local_authority,116
HUM-04-clinic,HUM-03-assessment,114
HUM-04-clinic,HUM-05-shelter,114
HUM-04-clinic,HUM-06-depot,117
HUM-04-clinic,HUM-07-hub,118
HUM-04-clinic,HUM-18-local_authority,118
HUM-05-shelter,HUM-02-local_authority,99
HUM-05-shelter,HUM-03-assessment,90
HUM-05-shelter,HUM-04-clinic,99
HUM-05-shelter,HUM-06-depot,94
HUM-05-shelter,HUM-07-hub,100
HUM-05-shelter,HUM-08-ngo,93
HUM-06-depot,HUM-04-clinic,92
HUM-06-depot,HUM-05-shelter,89
HUM-06-depot,HUM-07-hub,92
HUM-06-depot,HUM-08-ngo,91
HUM-06-depot,HUM-09-transport,88
HUM-07-hub,HUM-04-clinic,104
HUM-07-hub,HUM-05-shelter,95
HUM-07-hub,HUM-06-depot,103
HUM-07-hub,HUM-08-ngo,97
HUM-07-hub,HUM-09-transport,99
HUM-07-hub,HUM-10-local_authority,98
HUM-08-ngo,HUM-05-shelter,99
HUM-08-ngo,HUM-06-depot,97
HUM-08-ngo,HUM-07-hub,102
