accepted_physical_action,action_probability,action_value,action_value_margin,agent_id,application,communication_action,communication_reliability,complexity,consensus,consensus_residual,controller,counterfactual_action_accepted,counterfactual_beneficial,counterfactual_causal_utility,counterfactual_evaluated,counterfactual_harmful,coupling,coupling_numeric,delay,delegation_action,disagreement_slope,distributed_contributor_count,distributed_missing_agent_count,entropy_slope,environment_seed,evaluator_distributed_estimation_error,fragmentation,fragmentation_numeric,graph_disagreement,information_action,information_condition,js_disagreement,jt_disagreement_0_5,jt_disagreement_1_5,jt_disagreement_2,jt_disagreement_3,network_disruption,pooled_uncertainty,predictive_uncertainty,proposed_operational_action,resource_scarcity,risk_combined_generalized_entropic,risk_generalized_tsallis_gini,risk_graph_disagreement,risk_kpi_confidence,risk_predictive_uncertainty,risk_shannon_js,run_id,safety_risk,severity,shannon_local,size_normalized,sketch_policy,step,target,topology_family
False,0.483498215812157,0.04172129354812956,0.25890749176278294,HUM-00-ngo,humanitarian,send_targeted_summary,0.5325,medium,1.0,0.8333333333333334,always_act,False,False,0.0,False,False,high,0.85,1.0,execute_autonomously,0.0,1,5,0.0,775103,0.12142877968873933,high,0.85,0.0,request_peer_evidence,private_fragmented,0.0,0.0,0.0,0.0,0.0,high,0.7769001354440543,0.516501784187843,no_operational_action,0.0,0.2544616513598257,0.4531950790559198,0.38359741602556074,0.2400262435316593,0.516501784187843,0.4008257475361508,v7-pilots_iteration3-humanitarian-medium-high-high-high-modular-private_fragmented-775103-always_act-event_triggered,0.012565153782469514,0.008106550827399686,0.7769001354440543,0.35,event_triggered,0,H00,modular
True,0.1656913714128867,-0.05857715714677833,0.23879084806679973,HUM-01-transport,humanitarian,negotiate_commitment,0.5325,medium,1.0,0.8333333333333334,always_act,True,False,-0.010499999999999999,True,True,high,0.85,1.0,execute_autonomously,0.0,1,5,0.0,775103,0.1116759769445671,high,0.85,0.0,request_peer_evidence,private_fragmented,0.0,0.0,0.0,0.0,0.0,high,0.8761955151203477,0.8343086285871133,cancel_risky_dispatch,0.0,0.3419397493377251,0.6047381722345447,0.5170762906732542,0.34506493371961855,0.8343086285871133,0.5527723302149322,v7-pilots_iteration3-humanitarian-medium-high-high-high-modular-private_fragmented-775103-always_act-event_triggered,0.0,0.0,0.8761955151203477,0.35,event_triggered,0,H03,modular
True,0.5951455502869172,0.25611123244534817,0.41791090026892214,HUM-02-local_authority,humanitarian,negotiate_commitment,0.5325,medium,1.0,0.8333333333333334,always_act,True,True,0.8112924156047752,True,False,high,0.85,1.0,execute_autonomously,0.0,1,5,0.0,775103,0.12142877968873933,high,0.85,0.0,request_peer_evidence,private_fragmented,0.0,0.0,0.0,0.0,0.0,high,0.6853475552929875,0.4048544497130828,revise_delivery_priority,0.0,0.23525018379835488,0.3766401032101269,0.33670553554616145,0.22616572199316487,0.4048544497130828,0.33327866870848,v7-pilots_iteration3-humanitarian-medium-high-high-high-modular-private_fragmented-775103-always_act-event_triggered,0.11298003787798622,0.07289034701805562,0.6853475552929875,0.35,event_triggered,0,H00,modular
True,0.36256243573706515,-0.009359391065733719,0.1455581179175569,HUM-03-assessment,humanitarian,negotiate_commitment,0.5325,medium,1.0,0.8333333333333334,always_act,False,False,0.0,False,False,high,0.85,1.0,execute_autonomously,0.0,1,5,0.0,775103,0.1116759769445671,high,0.85,0.0,request_peer_evidence,private_fragmented,0.0,0.0,0.0,0.0,0.0,high,0.8972246655923111,0.6374375642629349,revise_delivery_priority,0.0,0.2868158513269551,0.5316598004550177,0.43439044365709933,0.2781287718493979,0.6374375642629349,0.4792811921032517,v7-pilots_iteration3-humanitarian-medium-high-high-high-modular-private_fragmented-775103-always_act-event_triggered,0.0,0.0,0.8972246655923111,0.35,event_triggered,0,H03,modular
False,0.4566775966290454,0.014169399157261342,0.23867176072687923,HUM-04-clinic,humanitarian,send_targeted_summary,0.5325,medium,1.0,0.8,always_act,False,False,0.0,False,False,high,0.85,1.0,execute_autonomously,0.0,1,4,0.0,775103,0.06180472376397461,high,0.85,0.0,request_peer_evidence,private_fragmented,0.0,0.0,0.0,0.0,0.0,high,0.8273518974715007,0.5433224033709546,no_operational_action,0.0,0.2561302729438673,0.47440057825486776,0.388195409415801,0.24612961714612458,0.5433224033709546,0.4241669357162571,v7-pilots_iteration3-humanitarian-medium-high-high-high-modular-private_fragmented-775103-always_act-event_triggered,0.0,0.0,0.8273518974715007,0.35,event_triggered,0,H01,modular
False,0.5481186157380826,0.03702965393452065,0.35601833978176756,HUM-05-shelter,humanitarian,send_targeted_summary,0.5325,medium,1.0,0.75,always_act,False,False,0.0,False,False,high,0.85,1.0,execute_autonomously,0.0,1,3,0.0,775103,0.08495309377387594,high,0.85,0.0,request_peer_evidence,private_fragmented,0.0,0.0,0.0,0.0,0.0,high,0.7406501951766128,0.4518813842619174,no_operational_action,0.0,0.22402678759333688,0.41214630561167576,0.3397901813900053,0.21503967064905194,0.4518813842619174,0.3659151024989201,v7-pilots_iteration3-humanitarian-medium-high-high-high-modular-private_fragmented-775103-always_act-event_triggered,0.0,0.0,0.7406501951766128,0.35,event_triggered,0,H04,modular
True,0.4241110562572832,0.00602776406432079,0.17714806488985996,HUM-06-depot,humanitarian,negotiate_commitment,0.5325,medium,1.0,0.8,always_act,True,False,-0.010499999999999999,True,True,high,0.85,1.0,execute_autonomously,0.0,1,4,0.0,775103,0.1382252085980923,high,0.85,0.0,request_peer_evidence,private_fragmented,0.0,0.0,0.0,0.0,0.0,high,0.8513397245779816,0.5758889437427168,allocate_shipment,0.0,0.26524890424796077,0.4935869958501839,0.4018733563719411,0.25720224087252375,0.5758889437427168,0.44319050864158216,v7-pilots_iteration3-humanitarian-medium-high-high-high-modular-private_fragmented-775103-always_act-event_triggered,0.0,0.0,0.8513397245779816,0.35,event_triggered,0,H02,modular
True,0.3842477431649933,0.18467099277574336,0.10133957537542554,HUM-07-hub,humanitarian,negotiate_commitment,0.5325,medium,1.0,0.8333333333333334,always_act,True,False,-0.012708455502338725,True,True,high,0.85,1.0,execute_autonomously,0.0,1,5,0.0,775103,0.1682848222419001,high,0.85,0.0,request_peer_evidence,private_fragmented,0.0,0.0,0.0,0.0,0.0,high,0.8317088033287614,0.6157522568350067,redirect_vehicle,0.0,0.2944363893616353,0.5117449416896229,0.4252826145373695,0.2981406155529025,0.6157522568350067,0.45422810356619303,v7-pilots_iteration3-humanitarian-medium-high-high-high-modular-private_fragmented-775103-always_act-event_triggered,0.11410353428750084,0.07361518341129086,0.8317088033287614,0.35,event_triggered,0,H05,modular
False,0.41909852969325256,0.14216413722117352,0.2157309998718144,HUM-08-ngo,humanitarian,send_targeted_summary,0.5325,medium,1.0,0.8,always_act,False,False,0.0,False,False,high,0.85,1.0,execute_autonomously,0.0,1,4,0.0,775103,0.1382252085980923,high,0.85,0.0,request_peer_evidence,private_fragmented,0.0,0.0,0.0,0.0,0.0,high,0.8603223362069992,0.5809014703067474,no_operational_action,0.0,0.2700036907474498,0.4986229100129125,0.4039786175288339,0.2656090580274152,0.5809014703067474,0.4474411721744488,v7-pilots_iteration3-humanitarian-medium-high-high-high-modular-private_fragmented-775103-always_act-event_triggered,0.027927325513004378,0.01801762936322863,0.8603223362069992,0.35,event_triggered,0,H02,modular
True,0.43456929774131026,0.10864232443532756,0.1908639832765768,HUM-09-transport,humanitarian,send_targeted_summary,0.5325,medium,1.0,0.8333333333333334,always_act,True,False,-0.010499999999999999,True,True,high,0.85,1.0,execute_autonomously,0.0,1,5,0.0,775103,0.12142877968873933,high,0.85,0.0,request_peer_evidence,private_fragmented,0.0,0.0,0.0,0.0,0.0,high,0.7995905762205702,0.5654307022586897,allocate_shipment,0.0,0.2666539299657665,0.4836854477040203,0.4041475616153164,0.2536464387679545,0.5654307022586897,0.42606992495861845,v7-pilots_iteration3-humanitarian-medium-high-high-high-modular-private_fragmented-775103-always_act-event_triggered,0.0,0.0,0.7995905762205702,0.35,event_triggered,0,H00,modular
