run_id,controller,coverage_target,sketch_policy,accepted_physical_action,accepted_typed_action,beneficial,causal_effect,changed_commitment,complete_step,completed_step,harmful,neutral,proposal,reached_next_stage,reached_service,resource_key,resource_quantity,scheduled_step,service_deficit_after,service_deficit_before,source
v6-pilot_v2-commercial-compound-private_fragmented-e60911-action_value_margin-c050-event_triggered,action_value_margin,0.5,event_triggered,True,True,True,0.3138837497517048,False,4,4,False,False,"{'action': 'reroute_or_reconfigure', 'action_probability': 0.6126996514893913, 'action_value': 0.4514830586248898, 'agent_id': 'commercial_warehouse_02_2', 'incident_id': 'commercial_incident_02', 'quantity': 1.0, 'reason_code': 'private_belief_and_utility', 'role': 'warehouse', 'value_margin': 0.5062774588122214}",True,True,route_authorizations,1.0,2,0.0,0.061224601626042346,autonomous_agent
v6-pilot_v2-commercial-compound-private_fragmented-e60911-action_value_margin-c050-event_triggered,action_value_margin,0.5,event_triggered,False,True,False,-0.012448101287873842,False,4,4,True,False,"{'action': 'verify', 'action_probability': 0.45142979481919465, 'action_value': 0.5110591272360436, 'agent_id': 'commercial_retailer_03_2', 'incident_id': 'commercial_incident_03', 'quantity': 1.0, 'reason_code': 'private_belief_and_utility', 'role': 'retailer', 'value_margin': 0.3065706533324588}",False,False,verification_capacity,1.0,2,0.10641881952166761,0.09397071823379377,autonomous_agent
v6-pilot_v2-commercial-compound-private_fragmented-e60911-action_value_margin-c050-event_triggered,action_value_margin,0.5,event_triggered,True,True,True,0.4175466192123251,True,4,4,False,False,"{'action': 'revise_commitment', 'action_probability': 0.3966697031474074, 'action_value': 0.689565851916989, 'agent_id': 'commercial_carrier_01_2', 'incident_id': 'commercial_incident_01', 'quantity': 1.0, 'reason_code': 'bounded_simulated_operator_authorized_view', 'role': 'carrier', 'value_margin': 0.22050860744134304}",True,True,,0.0,3,0.0,0.09796534426465196,bounded_simulated_operator
v6-pilot_v2-commercial-compound-private_fragmented-e60911-action_value_margin-c050-event_triggered,action_value_margin,0.5,event_triggered,False,True,False,-0.015648692757897504,False,6,6,True,False,"{'action': 'verify', 'action_probability': 0.6410985324475155, 'action_value': 0.522015805425875, 'agent_id': 'commercial_warehouse_01_3', 'incident_id': 'commercial_incident_01', 'quantity': 1.0, 'reason_code': 'private_belief_and_utility', 'role': 'warehouse', 'value_margin': 0.5370464390445747}",False,False,verification_capacity,1.0,4,0.07715857630626886,0.061509883548371364,autonomous_agent
v6-pilot_v2-commercial-compound-private_fragmented-e60911-action_value_margin-c050-event_triggered,action_value_margin,0.5,event_triggered,False,True,False,-0.012687451214067199,False,6,6,True,False,"{'action': 'verify', 'action_probability': 0.5805733359206173, 'action_value': 0.4136064002465128, 'agent_id': 'commercial_carrier_04_3', 'incident_id': 'commercial_incident_04', 'quantity': 1.0, 'reason_code': 'private_belief_and_utility', 'role': 'carrier', 'value_margin': 0.4411247524566489}",False,False,verification_capacity,1.0,4,0.20857079384752675,0.19588334263345955,autonomous_agent
v6-pilot_v2-commercial-compound-private_fragmented-e60911-action_value_margin-c050-event_triggered,action_value_margin,0.5,event_triggered,False,True,False,-0.018671456122813512,False,7,7,True,False,"{'action': 'verify', 'action_probability': 0.35259143312223523, 'action_value': 0.1661919196848365, 'agent_id': 'commercial_retailer_02_3', 'incident_id': 'commercial_incident_02', 'quantity': 1.0, 'reason_code': 'bounded_simulated_operator_authorized_view', 'role': 'retailer', 'value_margin': 0.26496111621203533}",False,False,verification_capacity,1.0,5,0.08453777187700011,0.0658663157541866,bounded_simulated_operator
v6-pilot_v2-commercial-compound-private_fragmented-e60911-action_value_margin-c050-event_triggered,action_value_margin,0.5,event_triggered,True,True,True,0.34837313763805183,True,7,7,False,False,"{'action': 'revise_commitment', 'action_probability': 0.6595379083482354, 'action_value': 0.2895556171104632, 'agent_id': 'commercial_supplier_01_1', 'incident_id': 'commercial_incident_01', 'quantity': 1.0, 'reason_code': 'private_belief_and_utility', 'role': 'supplier', 'value_margin': 0.5493465141887494}",True,True,,0.0,6,0.0,0.10414422295722392,autonomous_agent
v6-pilot_v2-commercial-compound-private_fragmented-e60911-action_value_margin-c050-event_triggered,action_value_margin,0.5,event_triggered,False,True,False,-0.012687451214067199,False,8,8,True,False,"{'action': 'verify', 'action_probability': 0.5881454178633849, 'action_value': 0.2742150678574651, 'agent_id': 'commercial_retailer_04_1', 'incident_id': 'commercial_incident_04', 'quantity': 1.0, 'reason_code': 'private_belief_and_utility', 'role': 'retailer', 'value_margin': 0.44934192666502215}",False,False,verification_capacity,1.0,6,0.31038681850650335,0.2976993672924361,autonomous_agent
v6-pilot_v2-commercial-compound-private_fragmented-e60911-action_value_margin-c050-event_triggered,action_value_margin,0.5,event_triggered,True,True,False,-0.151202672080047,False,9,9,True,False,"{'action': 'reroute_or_reconfigure', 'action_probability': 0.2652459722670407, 'action_value': 0.7462705561769691, 'agent_id': 'commercial_warehouse_03_1', 'incident_id': 'commercial_incident_03', 'quantity': 1.0, 'reason_code': 'bounded_simulated_operator_authorized_view', 'role': 'warehouse', 'value_margin': 0.24174422755416716}",False,False,route_authorizations,1.0,7,0.459804641047977,0.30860196896793,bounded_simulated_operator
v6-pilot_v2-commercial-compound-private_fragmented-e60911-action_value_margin-c050-event_triggered,action_value_margin,0.5,event_triggered,True,True,True,0.36193756965458596,True,9,9,False,False,"{'action': 'revise_commitment', 'action_probability': 0.5882382296478162, 'action_value': 0.7122749062738734, 'agent_id': 'commercial_carrier_01_2', 'incident_id': 'commercial_incident_01', 'quantity': 1.0, 'reason_code': 'private_belief_and_utility', 'role': 'carrier', 'value_margin': 0.4265324380002238}",True,True,,0.0,8,0.0,0.034391359389355766,autonomous_agent
