run_id,request_id,intervention_id,incident_id,step,loss_with_intervention,loss_without_intervention,intervention_effect,operator_minutes,causal_utility,rng_digest_with,rng_digest_without,accepted_actions_with,accepted_actions_without,service_arrivals_with,service_arrivals_without,commitment_changes_with,commitment_changes_without,request_entered_queue,allocator_selected,operator_received_authorized_view,operator_acted,agent_commitment_changed,accepted_action_changed,material_or_service_flow_changed,reached_demand_or_critical_service,primary_outcome_changed,harmful,common_randomness_verified,complete
implementation_pilot_v4_human-commercial-thermohitl_v4_rule-correlated-private_fragmented-e24003-o124003-rnone,V4HR0000002,V4HI000001,retailer_east,7,3.7822240000000003,3.7822240000000003,0.0,8.0,-0.02,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-commercial-thermohitl_v4_rule-correlated-private_fragmented-e24004-o124004-rnone,V4HR0000002,V4HI000001,retailer_east,7,3.7822240000000003,3.7822240000000003,0.0,8.0,-0.02,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-commercial-thermohitl_v4_rule-correlated-private_fragmented-e24005-o124005-rnone,V4HR0000001,V4HI000001,retailer_north,7,3.6368704000000003,3.6368704000000003,0.0,8.0,-0.02,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-commercial-thermohitl_v4_rule-compound-private_fragmented-e24001-o124001-rnone,V4HR0000003,V4HI000001,retailer_south,7,5.7344352,5.7344352,0.0,8.0,-0.02,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-commercial-thermohitl_v4_rule-compound-private_fragmented-e24002-o124002-rnone,V4HR0000001,V4HI000001,retailer_north,7,5.4644928,5.4644928,0.0,8.0,-0.02,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-commercial-thermohitl_v4_rule-compound-private_fragmented-e24003-o124003-rnone,V4HR0000001,V4HI000001,retailer_north,7,5.4644928,5.4644928,0.0,8.0,-0.02,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-commercial-thermohitl_v4_rule-compound-private_fragmented-e24004-o124004-rnone,V4HR0000003,V4HI000001,retailer_south,7,5.7344352,6.5027327999999995,0.7682975999999995,8.0,0.7482975999999995,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-commercial-thermohitl_v4_rule-compound-private_fragmented-e24005-o124005-rnone,V4HR0000003,V4HI000001,retailer_south,7,5.7344352,5.7344352,0.0,8.0,-0.02,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24001-o124001-rnone,V4HR0000001,V4HI000001,clinic_region,7,1.48976,2.528,1.03824,8.0,1.01824,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24002-o124002-rnone,V4HR0000001,V4HI000001,clinic_region,7,1.48976,2.528,1.03824,8.0,1.01824,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24003-o124003-rnone,V4HR0000001,V4HI000001,clinic_region,7,1.48976,1.48976,0.0,8.0,-0.02,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24004-o124004-rnone,V4HR0000001,V4HI000001,clinic_region,7,1.48976,2.528,1.03824,8.0,1.01824,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24005-o124005-rnone,V4HR0000001,V4HI000001,clinic_region,7,2.528,2.528,0.0,8.0,-0.02,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,1,1,0,0,1,0,True,True,True,True,True,False,False,False,False,False,True,False
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-partition-private_fragmented-e24001-o124001-rnone,V4HR0000001,V4HI000001,clinic_region,7,1.48976,2.528,1.03824,8.0,1.01824,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-partition-private_fragmented-e24002-o124002-rnone,V4HR0000001,V4HI000001,clinic_region,7,1.48976,2.528,1.03824,8.0,1.01824,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-partition-private_fragmented-e24003-o124003-rnone,V4HR0000001,V4HI000001,clinic_region,7,1.48976,1.48976,0.0,8.0,-0.02,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-partition-private_fragmented-e24004-o124004-rnone,V4HR0000001,V4HI000001,clinic_region,7,1.48976,2.528,1.03824,8.0,1.01824,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-partition-private_fragmented-e24005-o124005-rnone,V4HR0000001,V4HI000001,clinic_region,7,2.528,2.528,0.0,8.0,-0.02,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,1,1,0,0,1,0,True,True,True,True,True,False,False,False,False,False,True,False
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-correlated-private_fragmented-e24001-o124001-rnone,V4HR0000002,V4HI000001,water_region,7,3.7822240000000003,4.6751104,0.8928864000000001,8.0,0.8728864000000001,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-correlated-private_fragmented-e24002-o124002-rnone,V4HR0000002,V4HI000001,water_region,7,3.7822240000000003,3.7822240000000003,0.0,8.0,-0.02,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-correlated-private_fragmented-e24003-o124003-rnone,V4HR0000002,V4HI000001,water_region,7,3.7822240000000003,4.6751104,0.8928864000000001,8.0,0.8728864000000001,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-correlated-private_fragmented-e24004-o124004-rnone,V4HR0000002,V4HI000001,water_region,7,3.7822240000000003,4.6751104,0.8928864000000001,8.0,0.8728864000000001,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-correlated-private_fragmented-e24005-o124005-rnone,V4HR0000002,V4HI000001,water_region,7,4.6751104,4.6751104,0.0,8.0,-0.02,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,1,1,0,0,1,0,True,True,True,True,True,False,False,False,False,False,True,False
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-compound-private_fragmented-e24001-o124001-rnone,V4HR0000001,V4HI000001,clinic_region,7,5.4644928,6.5027327999999995,1.0382399999999992,8.0,1.0182399999999991,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-compound-private_fragmented-e24002-o124002-rnone,V4HR0000001,V4HI000001,clinic_region,7,5.4644928,6.5027327999999995,1.0382399999999992,8.0,1.0182399999999991,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-compound-private_fragmented-e24003-o124003-rnone,V4HR0000001,V4HI000001,clinic_region,7,5.4644928,5.4644928,0.0,8.0,-0.02,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-compound-private_fragmented-e24004-o124004-rnone,V4HR0000001,V4HI000001,clinic_region,7,5.4644928,6.5027327999999995,1.0382399999999992,8.0,1.0182399999999991,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-humanitarian-thermohitl_v4_rule-compound-private_fragmented-e24005-o124005-rnone,V4HR0000001,V4HI000001,clinic_region,7,6.5027327999999995,6.5027327999999995,0.0,8.0,-0.02,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,1,1,0,0,1,0,True,True,True,True,True,False,False,False,False,False,True,False
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24001-o124001-rnone,V4HR0000001,V4HI000001,hospital_zone,7,1.9841600000000001,1.9841600000000001,0.0,8.0,-0.02,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24002-o124002-rnone,V4HR0000001,V4HI000001,hospital_zone,7,1.9841600000000001,2.528,0.5438399999999999,8.0,0.5238399999999999,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24003-o124003-rnone,V4HR0000001,V4HI000001,hospital_zone,7,1.9841600000000001,2.528,0.5438399999999999,8.0,0.5238399999999999,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24004-o124004-rnone,V4HR0000001,V4HI000001,hospital_zone,7,1.9841600000000001,2.528,0.5438399999999999,8.0,0.5238399999999999,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-telemetry_integrity-private_fragmented-e24005-o124005-rnone,V4HR0000001,V4HI000001,hospital_zone,7,1.9841600000000001,1.9841600000000001,0.0,8.0,-0.02,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-partition-private_fragmented-e24001-o124001-rnone,V4HR0000001,V4HI000001,hospital_zone,7,1.9841600000000001,1.9841600000000001,0.0,8.0,-0.02,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-partition-private_fragmented-e24002-o124002-rnone,V4HR0000001,V4HI000001,hospital_zone,7,1.9841600000000001,2.528,0.5438399999999999,8.0,0.5238399999999999,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-partition-private_fragmented-e24003-o124003-rnone,V4HR0000001,V4HI000001,hospital_zone,7,1.9841600000000001,2.528,0.5438399999999999,8.0,0.5238399999999999,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-partition-private_fragmented-e24004-o124004-rnone,V4HR0000001,V4HI000001,hospital_zone,7,1.9841600000000001,2.528,0.5438399999999999,8.0,0.5238399999999999,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-partition-private_fragmented-e24005-o124005-rnone,V4HR0000001,V4HI000001,hospital_zone,7,1.9841600000000001,1.9841600000000001,0.0,8.0,-0.02,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-correlated-private_fragmented-e24001-o124001-rnone,V4HR0000002,V4HI000001,water_zone,7,3.7822240000000003,4.6751104,0.8928864000000001,8.0,0.8728864000000001,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-correlated-private_fragmented-e24002-o124002-rnone,V4HR0000002,V4HI000001,water_zone,7,3.7822240000000003,4.6751104,0.8928864000000001,8.0,0.8728864000000001,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-correlated-private_fragmented-e24003-o124003-rnone,V4HR0000002,V4HI000001,water_zone,7,3.7822240000000003,4.6751104,0.8928864000000001,8.0,0.8728864000000001,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-correlated-private_fragmented-e24004-o124004-rnone,V4HR0000002,V4HI000001,water_zone,7,3.7822240000000003,3.7822240000000003,0.0,8.0,-0.02,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1e5230d37cbd3e56d01fc7caddb92bdaae0b2119af5f84a05953987cc8b6c6a8,1,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-correlated-private_fragmented-e24005-o124005-rnone,V4HR0000002,V4HI000001,water_zone,7,4.6751104,4.6751104,0.0,8.0,-0.02,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,4995358c55816338fa9c027162074181d997c8eef3a3dbfce87aa029f97a9f45,1,1,0,0,1,0,True,True,True,True,True,False,False,False,False,False,True,False
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-compound-private_fragmented-e24001-o124001-rnone,V4HR0000003,V4HI000001,communications_zone,7,5.880777599999999,6.5027327999999995,0.6219552000000004,8.0,0.6019552000000004,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,7f2b4ec393820a654b3cb94e6bde6c2f5bbbfdf0153b1a6bce914e84332eaa96,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-compound-private_fragmented-e24002-o124002-rnone,V4HR0000003,V4HI000001,communications_zone,7,5.880777599999999,6.5027327999999995,0.6219552000000004,8.0,0.6019552000000004,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,f66934c9d991423c292366c13a6fa74dca1c68ca6323656d44ad9c5103c8f212,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
implementation_pilot_v4_human-utility_restoration-thermohitl_v4_rule-compound-private_fragmented-e24003-o124003-rnone,V4HR0000001,V4HI000001,hospital_zone,7,5.958892799999999,6.5027327999999995,0.5438400000000003,8.0,0.5238400000000003,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,4ae6fb26be7edb9c1b28d82c3a11098ece5121dfc67a95545ed13d0afc34ab7b,1,1,1,0,1,0,True,True,True,True,True,False,True,True,True,False,True,True
