application,original_relative_path,archive_member,source_compression,stored_sha256,logical_sha256,logical_size_bytes
utility_restoration,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/causal_chains.json.gz,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/causal_chains.json,gzip,511d78d22aaf89d2fd767ecb998b158e335ba40f3447ff474e10379346639e40,07eec86155eeb5aad65331ab3c05b63d1c56edd6a3a075b415be80a1ad919bc0,59961
utility_restoration,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/decisions.csv.gz,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/decisions.csv,gzip,e9325a56125578cc6fe6a347d8b49cba55dbe6ee8da6945a144f6071d5739084,4206f3e9eaae83d6e87504ae60ac9632ed328c576b4dad6a747e35315e61be85,194887
utility_restoration,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/deliveries.csv.gz,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/deliveries.csv,gzip,3a107fe08b27ba9089eece898b289a2c5f95b9dbd50cc31bc427790b9e1c9786,6396128c958299452c01aa9432aaefa9a5585471213d7df9f70d60fea228454d,19199015
utility_restoration,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/edge_communication.csv.gz,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/edge_communication.csv,gzip,263bd5e9eb22fb206195404da0917740d992d3af8e3da8332f031e2fbed349c6,1be75a33366b8dad923dcc2e0b395dfdde8ecf35abeea2146df886da0772bd32,17276
utility_restoration,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/episode.json,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/episode.json,plain,75bd17625ab3067f8e30e9af2fffdca8fec2ff6e37a0ec4a82ff9c755f9fe49a,75bd17625ab3067f8e30e9af2fffdca8fec2ff6e37a0ec4a82ff9c755f9fe49a,7932
utility_restoration,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/estimation.csv.gz,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/estimation.csv,gzip,767f52039720989f6b84ac02954860f0e332b828892afddafc28375625f33aab,5979e0df22fa9c35b228a03521728a2a3d7da0d2be80ad15988ecad4c8f49c93,448042
utility_restoration,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl.xz,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/events.jsonl,xz,d5394b113be7e8fc8974c56560d6278f75bb4aa318668661f8565ca700c62f6e,75b325a7d89a17c8b3652e30f425c6a1ed06a800613dfb9b10100adf06912a56,146338026
utility_restoration,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/triggers.csv.gz,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-always_on-f06f6808d09b-uint8_simplex-frozen_local_rule/triggers.csv,gzip,4d10ac098e7d2848050afc5fea62202a7133aee198423fbbee6483043eb0103b,bb5984d97b73da9a4fd228e1957cadfede18062b518c9e2e02b7006601eef631,180407
utility_restoration,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule/causal_chains.json.gz,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule/causal_chains.json,gzip,00b0500a5c180836ae9c54d6a5c01fa32f960b054081804afb906499c8675bb8,5595fd6613b5d8d2579be1a86932e434d3ce7cb9878e927600737b8e747cee4c,60414
utility_restoration,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule/decisions.csv.gz,v8-hysteresis_repair_pilot_v2-utility_restoration-large-high-high-high-scale_free-private_fragmented-8812306-generalized_information-51c1900045ef-uint8_simplex-frozen_local_rule/decisions.csv,gzip,4a72002e663f645c1029a4dbfd506a89ce2bbd2b2435186d1764d9e33e166e9d,b25e4996ed1fd1cebcb740370a4c9c2b5c0b100398d7f5b8add6cd950a216358,209388
